  Epoch    Train Loss    Test Loss    Base PSNR    Test PSNR
     76   9.79655e-09  9.55795e-09      29.9603      29.9601
     77   9.80344e-09  9.65944e-09      29.9744      29.9743
     78   9.8363e-09   9.58005e-09      29.9976      29.9976
     79   9.76015e-09  9.2644e-09       30.0043      30.0043
     80   9.79145e-09  9.45953e-09      30.0247      30.0247
     81   9.67611e-09  9.54709e-09      30.0093      30.0092
     82   9.76505e-09  9.31741e-09      30.0178      30.0178
     83   9.81294e-09  9.52908e-09      30.031       30.031
     84   9.73382e-09  9.36949e-09      30.0015      30.0015
     85   9.76944e-09  9.47731e-09      29.9933      29.9932
     86   9.75983e-09  9.41529e-09      30.0056      30.0055
     87   9.78437e-09  9.33694e-09      30.0149      30.0148
     88   9.87156e-09  9.53846e-09      30.0175      30.0175
     89   9.80255e-09  9.39536e-09      30.0063      30.0062
     90   9.75154e-09  9.52201e-09      29.9784      29.9784
     91   9.79607e-09  9.58178e-09      29.9676      29.9675
     92   9.78262e-09  9.53898e-09      30.0009      30.0009
     93   9.75504e-09  9.43142e-09      30.0122      30.0122
     94   9.79083e-09  9.41963e-09      29.944       29.944
     95   9.81236e-09  9.55933e-09      29.9907      29.9907
     96   9.69261e-09  9.35407e-09      29.9723      29.9723
     97   9.77642e-09  9.38738e-09      30.005       30.0049
     98   9.79448e-09  9.34807e-09      30.057       30.057
     99   9.81652e-09  9.48652e-09      29.985       29.985
    100   9.83681e-09  9.56518e-09      29.977       29.977
    101   9.80941e-09  9.43912e-09      30.0275      30.0275
    102   9.74795e-09  9.62008e-09      29.9994      29.9994
    103   9.79926e-09  9.4462e-09       30.0123      30.0123
    104   9.77213e-09  9.50507e-09      29.9875      29.9875
    105   9.72103e-09  9.46531e-09      29.9988      29.9988
    106   9.77546e-09  9.47321e-09      30.0171      30.0171
    107   9.75707e-09  9.44675e-09      29.9824      29.9824
    108   9.78308e-09  9.49071e-09      29.9988      29.9988
    109   9.73378e-09  9.49228e-09      29.99        29.99
    110   9.75673e-09  9.4803e-09       29.9847      29.9847
    111   9.82362e-09  9.52264e-09      30.0183      30.0182
    112   9.76625e-09  9.49087e-09      29.9844      29.9844
    113   9.75628e-09  9.47871e-09      30.0231      30.0231
    114   9.85742e-09  9.60411e-09      29.9897      29.9897
    115   9.79954e-09  9.58375e-09      29.9973      29.9973
    116   9.74583e-09  9.45767e-09      30.0065      30.0065
    117   9.72021e-09  9.44027e-09      29.9918      29.9918
    118   9.72238e-09  9.60322e-09      29.9901      29.9901
    119   9.83224e-09  9.49464e-09      29.9674      29.9674
    120   9.73317e-09  9.54919e-09      29.9958      29.9958
    121   9.88307e-09  9.49056e-09      30.0014      30.0014
    122   9.81176e-09  9.4123e-09       30.0082      30.0082
    123   9.74296e-09  9.54891e-09      30.0184      30.0184
    124   9.78542e-09  9.52562e-09      29.9898      29.9898
    125   9.82848e-09  9.4984e-09       29.9976      29.9976
    126   9.76072e-09  9.51708e-09      29.9786      29.9786
    127   9.73132e-09  9.50237e-09      29.978       29.9779
    128   9.83659e-09  9.49805e-09      29.9998      29.9998
    129   9.7373e-09   9.5571e-09       29.9978      29.9978
    130   9.76726e-09  9.41551e-09      30.0114      30.0114
    131   9.74232e-09  9.47193e-09      29.9772      29.9772
    132   9.84521e-09  9.46582e-09      30.0072      30.0072
    133   9.75894e-09  9.42552e-09      30.0077      30.0077
    134   9.8212e-09   9.53451e-09      29.9895      29.9895
    135   9.78229e-09  9.47773e-09      29.9796      29.9796
    136   9.72635e-09  9.59688e-09      30.0084      30.0084
    137   9.72304e-09  9.69582e-09      29.9968      29.9968
    138   9.83918e-09  9.47047e-09      29.9867      29.9867
    139   9.80494e-09  9.47046e-09      29.9929      29.9929
